321, 26, 36, -189, -45, 1
-400, 7, -391, 403, 49, 0
-375, 13, 500, 240, 81, 5
-151, -8, -3, 218, 24, 9
107, 20, 87, -278, 4, 7
-201, -6, -164, -178, 0, 9
-251, 32, -244, -361, 68, 9
465, 8, -142, 119, -168, 5
-304, 2, -29, 456, 40, 6
-300, -11, -78, -24, 103, 0
-248, -12, 224, -23, -13, 2
70, -16, -75, 420, 68, 0
372, -6, 454, -428, 97, 2
249, -4, -61, 257, -56, 9
334, -15, -64, -43, -39, 4
289, -31, -190, 82, 27, 9
134, -9, -231, -311, 1, 4
267, 42, -228, 103, 28, 7
355, 24, 59, -343, 61, 5
314, -15, 195, 237, 66, 4
247, 9, -122, 463, -60, 7
279, 8, -153, -206, -71, 9
47, 1, -196, 284, 88, 7
500, 12, -195, 360, 96, 0
296, 5, 49, -46, 249, 6
181, -12, -144, 340, -95, 1
177, 18, -80, 98, 191, 7
200, -12, -201, 492, 11, 0
252, 3, -103, -175, -13, 2
302, -8, 110, -162, -24, 2
112, 21, -31, 359, -33, 2
52, 8, -125, -468, -30, 2
108, -2, -170, -328, 38, 8
327, 14, -234, 50, 213, 7
103, -6, -143, -258, 171, 3
483, 26, 500, 478, -43, 3
110, 15, -241, -160, -20, 0
19, -6, -133, 54, -59, 9
197, -13, -87, -427, -121, 7
352, -31, -247, -490, 56, 2
212, -18, -140, 416, 76, 2
32, -4, 3, -51, -35, 2
314, 2, -96, -470, -43, 4
361, -5, -233, 112, -1, 1
236, -3, -247, 103, -103, 6
417, 15, 341, 157, 65, 7
404, 26, 280, 259, 62, 4
106, -25, -6, -442, 91, 6
222, 19, -117, -205, 13, 2
192, 16, -98, 220, 55, 2
303, -4, -67, -292, 28, 3
83, 8, -131, -334, -49, 3
474, -18, -124, 283, -68, 4
67, 18, 500, -5, -65, 7
263, 12, -114, -42, 209, 3
357, 9, 152, 118, -21, 7
265, -19, -160, 259, -43, 5
355, -22, -249, 23, -82, 5
139, -13, -168, -458, -10, 9
65, -1, -239, 253, -4, 5
363, 8, -16, 136, 2, 3
303, 6, -215, -167, 36, 3
381, -22, -127, 72, -9, 1
212, 12, -171, 283, 142, 2
335, 12, -180, -11, 1, 5
415, 10, 500, 103, -44, 5
127, -5, 51, 89, -34, 7
25, -3, -205, 253, -41, 5
174, 0, -56, -194, -70, 4
343, 18, -135, 148, -13, 3
221, -1, -172, 332, -19, 1
433, -18, -224, -146, 0, 3
220, -20, 274, -299, -81, 0
433, 14, -82, 112, -52, 3
12, -6, 165, -293, -67, 2
386, 10, -224, 243, -49, 6
113, -6, 200, -198, -46, 3
116, 12, 500, 176, -36, 6
198, -10, 147, 12, -84, 8
129, -18, 111, 478, 67, 9
354, 5, -131, 306, 107, 4
-9, 9, -235, -489, 48, 1
235, -1, -100, 497, -3, 5
500, -12, -195, -20, -52, 0
410, 5, 60, -18, 114, 0
79, -9, -193, -380, -54, 9
279, -1, 155, -178, 189, 9
361, -3, 106, 387, -44, 1
402, 12, -52, -327, -5, 2
332, 13, 500, -423, 60, 2
421, -4, -146, 248, -44, 1
96, 30, 467, -366, 36, 6
317, -32, 500, -213, -34, 7
279, -4, -129, -95, -4, 9
144, 7, 280, 338, -60, 4
107, 6, -137, -88, -90, 7
460, -14, -66, 88, 26, 0
271, 20, 86, 141, -51, 1
286, 6, -61, 358, -7, 6
264, -20, 122, -4, -95, 4
107, 15, 12, -449, -6, 7
285, 8, -70, 24, 255, 5
418, 1, 145, -139, -47, 8
251, 7, -115, 472, -70, 1
246, 12, -87, -54, -20, 6
184, 13, -19, -369, 127, 4
270, 25, -227, -394, 175, 0
267, 0, -22, -428, 15, 7
167, -7, 360, -479, 38, 7
297, 17, 18, 1, 50, 7
345, -6, -210, 228, -31, 5
96, -16, 30, -271, 42, 6
423, -2, 108, -295, -9, 3
392, 7, 307, -203, 149, 2
176, -4, -198, 486, 64, 6
330, 3, -197, -235, 19, 0
178, 1, -72, -314, 358, 8
344, -2, 500, 39, -88, 4
80, 10, -13, -263, 159, 0
273, 3, -64, -262, -102, 3
226, -13, -152, 309, 94, 6
323, -12, 323, -237, -95, 3
113, -12, -120, -476, 24, 3
275, 29, -62, -445, 15, 5
371, 1, 95, -321, 133, 1
119, 0, 182, 278, -16, 9
365, -13, -193, -297, 224, 5
207, -8, 2, 439, 36, 7
168, 7, -139, -89, -43, 8
173, 9, -209, 495, -17, 3
363, 10, -148, -88, 34, 3
396, -11, -85, -416, 67, 6
203, -32, -44, 393, 90, 3
266, 12, -221, -323, 21, 6
42, 21, 375, -60, 217, 2
373, 20, -161, 415, -47, 3
232, -5, -59, -261, 31, 2
176, -4, 49, -136, -26, 6
232, 30, -147, 310, 2, 2
54, 18, -213, -34, 8, 4
57, -17, -57, 486, -1, 7
342, -16, -102, -87, -35, 2
283, 27, -189, -419, -48, 3
130, 8, -181, 139, -25, 0
255, 35, 56, -388, -92, 5
415, 4, -184, 356, 53, 5
122, -3, -91, -75, 64, 2
499, 11, -226, 350, 10, 9
232, 18, 49, -268, 13, 2
161, 1, -179, -237, 43, 1
230, -8, 500, 441, 207, 0
198, -6, -224, -176, 20, 8
150, 32, -240, -59, -94, 0
500, 3, -198, -364, 88, 0
426, 21, -244, -323, -26, 6
161, -4, -46, 126, -33, 1
-82, -17, 500, 258, 125, 8
27, -3, 480, 41, -43, 7
-27, -16, 239, 481, 264, 3
303, -11, 129, 496, 81, 3
-25, -5, -80, -346, 118, 5
298, 11, 15, -179, 3, 8
269, -20, -140, 350, -44, 9
228, -4, -220, 374, -12, 8
302, 13, 332, -379, 42, 2
236, 0, -157, 476, 31, 6
301, -2, -223, 104, -53, 1
117, -14, 428, 361, -10, 7
150, 23, -235, -260, 117, 0
243, -10, -218, -462, 346, 3
397, -7, -122, -400, -30, 7
175, -17, -51, 158, -100, 5
225, 18, -95, 232, 43, 5
233, 5, 152, -340, -102, 3
270, 34, -240, -307, 297, 0
259, 37, -203, 427, -96, 9
262, 17, 500, -220, 3, 2
